,Name,Description,geometry,route_type,branch_no
133,BGIBRMC005 (SUBTOWN),UKM                                                                  7.9 KM<br>Kampung Sungai Tangkas                           9.5 KM<br>Taman Mas                                                     7.6 KM<br>Taman Jelita                                                   7.4 KM<br>Taman Mahkota                                             7.3 KM<br>Hentian Kajang                                               8.0 KM<br>Seksyen 5 Bandar Baru Bangi                      7.2 KM<br>Taman Perindustrian Kajang                       8.4 KM<br>Taman Tropika                                             10.2 KM<br>Taman Tropika 2                                          10.3 KM<br>Taman Universiti                                          11.7 KM<br>Alam Sari                                                       12.0 KM,"POLYGON Z ((101.7871 2.990472 0, 101.787339 2.988855 0, 101.786245 2.987366 0, 101.786073 2.986788 0, 101.78661 2.985073 0, 101.786685 2.98352 0, 101.786535 2.981966 0, 101.786159 2.98098 0, 101.785215 2.980058 0, 101.784764 2.978848 0, 101.784446 2.976848 0, 101.784732 2.975988 0, 101.785215 2.975227 0, 101.785387 2.974638 0, 101.785304 2.972822 0, 101.785288 2.97149 0, 101.785675 2.971115 0, 101.786114 2.971201 0, 101.786994 2.970944 0, 101.787353 2.97024 0, 101.787604 2.968684 0, 101.787546 2.967837 0, 101.786516 2.966059 0, 101.785668 2.966005 0, 101.785302 2.965619 0, 101.783554 2.963852 0, 101.783147 2.961987 0, 101.783705 2.96053 0, 101.783587 2.955966 0, 101.784724 2.95483 0, 101.785496 2.951894 0, 101.783866 2.948862 0, 101.783769 2.946472 0, 101.784402 2.938458 0, 101.781098 2.936058 0, 101.78054 2.935051 0, 101.77936 2.933915 0, 101.777128 2.930268 0, 101.775798 2.928832 0, 101.7699 2.924929 0, 101.767697 2.924424 0, 101.767834 2.921604 0, 101.766804 2.918304 0, 101.771267 2.916954 0, 101.773713 2.917768 0, 101.784914 2.91824 0, 101.788233 2.912271 0, 101.791687 2.913822 0, 101.79187 2.921197 0, 101.795649 2.921263 0, 101.795566 2.925357 0, 101.798067 2.925368 0, 101.798122 2.920707 0, 101.805442 2.920344 0, 101.804827 2.923876 0, 101.801222 2.927969 0, 101.801265 2.930326 0, 101.808568 2.930251 0, 101.808525 2.932866 0, 101.806113 2.939145 0, 101.798713 2.947015 0, 101.792984 2.947036 0, 101.791876 2.954277 0, 101.793249 2.95732 0, 101.793179 2.959171 0, 101.791567 2.964171 0, 101.791076 2.965678 0, 101.79069 2.966669 0, 101.790347 2.967757 0, 101.79025 2.970253 0, 101.790275 2.971576 0, 101.790328 2.974236 0, 101.790385 2.97719 0, 101.790433 2.979105 0, 101.790484 2.98135 0, 101.790522 2.982912 0, 101.790562 2.984398 0, 101.790562 2.985274 0, 101.790558 2.986595 0, 101.790526 2.98713 0, 101.790397 2.987806 0, 101.790107 2.988395 0, 101.789742 2.988856 0, 101.789152 2.989445 0, 101.7871 2.990472 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
134,BGIBRMC006 (SUBTOWN),Persiaran Institusi                                          6.6 KM<br>Kampung Sungai Merab                             13.1 KM<br>Kampung Tengah Sungai Merab              17.6 KM<br>Desa Putra                                                     17.3 KM<br>Desa Pinggiran Putra                                  14.3 KM<br>Kampung Dato Abu Bakar Baginda            6.7 KM<br>Taman Ayer Hitam                                         5.5 KM<br>Seksyen 12 Bandar Baru Bangi                   6.7 KM<br>Desa Impian                                                    7.2 KM<br>Taman Desa Baginda                                    7.1 KM<br>Taman Desa Utama                                       6.5 KM<br>Desa Makmur                                                 6.9 KM<br>Taman Desa Sri Melor                                   6.2 KM<br>Taman Desa Damai                                       7.1 KM<br>Taman Pesona Mekar                                   7.7 KM<br>Kampung Limau Manis                              15.5 KM,"POLYGON Z ((101.7408789 2.9854592 0, 101.7236069 2.9761122 0, 101.7225379 2.9749012 0, 101.7180979 2.9613832 0, 101.7177659 2.9602962 0, 101.7171329 2.9593372 0, 101.7144649 2.9551242 0, 101.7312019 2.9551032 0, 101.7325969 2.9533672 0, 101.7327259 2.9292062 0, 101.7075859 2.9293262 0, 101.7073069 2.9130592 0, 101.7004829 2.9130592 0, 101.6970089 2.9095172 0, 101.6903999 2.9081882 0, 101.6970499 2.9065022 0, 101.7014789 2.9053562 0, 101.7017579 2.9012842 0, 101.6972729 2.8991412 0, 101.6973329 2.8943602 0, 101.7033039 2.8947132 0, 101.7044839 2.8949272 0, 101.7059209 2.8956352 0, 101.7131309 2.9011632 0, 101.7142899 2.9030072 0, 101.7149979 2.9051282 0, 101.7220253 2.8979661 0, 101.7280226 2.8975759 0, 101.7302327 2.9003101 0, 101.7292778 2.9021516 0, 101.7304363 2.9032877 0, 101.7326037 2.9059018 0, 101.7425199 2.9091572 0, 101.7473879 2.9260462 0, 101.7576879 2.9261532 0, 101.7575589 2.9279102 0, 101.7572589 2.9292822 0, 101.7541689 2.9365682 0, 101.7531819 2.9401682 0, 101.7527099 2.9425252 0, 101.7523229 2.9495972 0, 101.7518939 2.9519972 0, 101.7499069 2.9560262 0, 101.7461319 2.9612202 0, 101.7451819 2.9628662 0, 101.7440989 2.9652932 0, 101.7432619 2.9680252 0, 101.7428109 2.9708212 0, 101.7427149 2.9720962 0, 101.7428009 2.9786542 0, 101.7425419 2.9812012 0, 101.7417799 2.9837142 0, 101.7408789 2.9854592 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
135,BGIBRMC007 (SUBTOWN),Malaysian Nuclear Agency                         13.3 KM<br>Pekan Bangi                                                  15.4 KM<br>Taman Impian Putra                                    16.7 KM<br>Bandar Seri Putra                                         17.5 KM<br>Bandar Bukit Mahkota                                20.0 KM<br>Bangi Avenue                                                17.4 KM<br>Desa Mahkota                                              23.4 KM<br>Kampung Rinching Hilir                              21.3 KM<br>Kampung Sungai Kembong Hilir               22.5 KM<br>Bandar Puteri Bangi                                     16.8 KM<br>Kampung Batu Lima Bangi                        22.3 KM<br>Kampung Bangi                                            15.8 KM<br>Taman Bangi Indah                                     16.5 KM,"POLYGON Z ((101.756278 2.918056 0, 101.75645 2.916985 0, 101.756793 2.915828 0, 101.757995 2.913728 0, 101.759534 2.912301 0, 101.763826 2.908872 0, 101.765671 2.906129 0, 101.766744 2.9033 0, 101.767002 2.890228 0, 101.767731 2.887699 0, 101.76859 2.886242 0, 101.770135 2.884527 0, 101.783777 2.877748 0, 101.785537 2.875948 0, 101.788412 2.872519 0, 101.789614 2.86999 0, 101.79004 2.868239 0, 101.794332 2.869053 0, 101.819652 2.868539 0, 101.816519 2.878954 0, 101.817635 2.898499 0, 101.828263 2.908229 0, 101.825292 2.910233 0, 101.818111 2.909406 0, 101.812433 2.906906 0, 101.785756 2.907436 0, 101.774212 2.907265 0, 101.774083 2.914551 0, 101.771267 2.916954 0, 101.766804 2.918304 0, 101.767834 2.921604 0, 101.767697 2.924424 0, 101.766422 2.92489 0, 101.764362 2.924547 0, 101.763139 2.923883 0, 101.762087 2.92114 0, 101.758418 2.917711 0, 101.756278 2.918056 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
136,BGIBRMC008 (SUBTOWN),Alamanda Shopping Mall                              9.4 KM<br>Presint Diplomatik                                          7.7 KM<br>Presint 1                                                        12.9 KM<br>Presint 13                                                      14.5 KM<br>Presint 14                                                        7.8 KM<br>Presint 15                                                      11.3 KM<br>Presint 16                                                      12.8 KM,"POLYGON Z ((101.698019 2.925183 0, 101.702016 2.926254 0, 101.703368 2.926147 0, 101.703904 2.927197 0, 101.705685 2.929405 0, 101.707543 2.929369 0, 101.732683 2.929249 0, 101.732554 2.95341 0, 101.731159 2.955146 0, 101.714422 2.955167 0, 101.713483 2.950164 0, 101.700772 2.95161 0, 101.69824 2.957332 0, 101.707207 2.961869 0, 101.700512 2.963798 0, 101.699718 2.966155 0, 101.699658 2.968858 0, 101.697566 2.970505 0, 101.69321 2.970355 0, 101.692912 2.96197 0, 101.694242 2.958499 0, 101.696774 2.956699 0, 101.695916 2.950699 0, 101.69111 2.947613 0, 101.687676 2.935912 0, 101.688749 2.933598 0, 101.692998 2.932912 0, 101.694793 2.931349 0, 101.694785 2.929369 0, 101.696884 2.927264 0, 101.698019 2.925183 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
137,BGIBRMC009 (SUBTOWN),Presint 2                                                        14.1 KM<br>Presint 3                                                        15.1 KM<br>Jabatan Pengangkutan Jalan M'sia         14.5 KM<br>Presint 17                                                      11.9 KM<br>Presint 18                                                      13.3 KM,"POLYGON Z ((101.692998 2.932912 0, 101.688749 2.933598 0, 101.679394 2.920397 0, 101.679394 2.91684 0, 101.676384 2.913422 0, 101.677548 2.910625 0, 101.678573 2.909353 0, 101.679528 2.908474 0, 101.680536 2.90781 0, 101.681352 2.907403 0, 101.682789 2.906985 0, 101.684184 2.906749 0, 101.685718 2.906765 0, 101.68721 2.907103 0, 101.689729 2.90754 0, 101.690357 2.908231 0, 101.696966 2.90956 0, 101.70044 2.913102 0, 101.707264 2.913102 0, 101.707543 2.929369 0, 101.705685 2.929405 0, 101.703904 2.927197 0, 101.703368 2.926147 0, 101.702016 2.926254 0, 101.698019 2.925183 0, 101.696884 2.927264 0, 101.694785 2.929369 0, 101.694793 2.931349 0, 101.692998 2.932912 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
138,BGIBRMC010 (SUBTOWN),Presint 7                                                        17.4 KM<br>Presint 8                                                        13.1 KM<br>Presint 10                                                      10.6 KM,"POLYGON Z ((101.696486 2.954751 0, 101.690489 2.955919 0, 101.68785 2.95579 0, 101.685961 2.954954 0, 101.684309 2.953347 0, 101.683536 2.95204 0, 101.684502 2.950497 0, 101.684867 2.949104 0, 101.684717 2.947969 0, 101.682122 2.941694 0, 101.677744 2.932222 0, 101.676612 2.932796 0, 101.674734 2.93345 0, 101.671238 2.933157 0, 101.671222 2.935436 0, 101.668271 2.935588 0, 101.665961 2.928284 0, 101.670768 2.926655 0, 101.673429 2.924083 0, 101.673643 2.918469 0, 101.672356 2.91384 0, 101.672956 2.911611 0, 101.674759 2.911568 0, 101.679394 2.91684 0, 101.679394 2.920397 0, 101.688749 2.933598 0, 101.687676 2.935912 0, 101.69111 2.947613 0, 101.695916 2.950699 0, 101.696486 2.954751 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
139,BGIBRMC011 (SUBTOWN),Jabatan Peguam Negara                           14.8 KM<br>Presint 5                                                        19.1 KM<br>Presint 6                                                        21.1 KM<br>Presint 19                                                      14.8 KM,"POLYGON Z ((101.676384 2.913422 0, 101.674759 2.911568 0, 101.672956 2.911611 0, 101.66371 2.906314 0, 101.66341 2.904556 0, 101.66047 2.901363 0, 101.659901 2.89937 0, 101.660878 2.896949 0, 101.662616 2.894281 0, 101.664568 2.894098 0, 101.666371 2.893606 0, 101.667851 2.892598 0, 101.668903 2.891355 0, 101.670062 2.889255 0, 101.67092 2.88857 0, 101.674352 2.887324 0, 101.676176 2.887089 0, 101.678794 2.887153 0, 101.680832 2.887646 0, 101.682743 2.888505 0, 101.68446 2.889362 0, 101.685983 2.890541 0, 101.687743 2.892513 0, 101.688435 2.893434 0, 101.68917 2.893863 0, 101.690145 2.89407 0, 101.692949 2.89403 0, 101.69729 2.894403 0, 101.69723 2.899184 0, 101.701715 2.901327 0, 101.701436 2.905399 0, 101.690357 2.908231 0, 101.689729 2.90754 0, 101.68721 2.907103 0, 101.685718 2.906765 0, 101.684184 2.906749 0, 101.682789 2.906985 0, 101.681352 2.907403 0, 101.680536 2.90781 0, 101.679528 2.908474 0, 101.678573 2.909353 0, 101.677548 2.910625 0, 101.676384 2.913422 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
140,BGIBRMC012 (SUBTOWN),Presint 9                                                        12.7 KM<br>Presint 11                                                      11.9 KM<br>Presint 12                                                        7.6 KM<br>IOI CIty Mall                                                     6.4 KM<br>Palm Garden Golf Club                                  6.1 KM<br>Putra Infoport UPM                                        6.7 KM,"POLYGON Z ((101.69824 2.957332 0, 101.700772 2.95161 0, 101.713483 2.950164 0, 101.714422 2.955167 0, 101.717723 2.960339 0, 101.721013 2.970451 0, 101.715342 2.971448 0, 101.7139 2.971521 0, 101.713896 2.972151 0, 101.713223 2.972748 0, 101.711255 2.973384 0, 101.710402 2.971812 0, 101.707854 2.971676 0, 101.702868 2.975529 0, 101.694242 2.9769 0, 101.688877 2.9703 0, 101.688878 2.96197 0, 101.689007 2.960085 0, 101.679737 2.959913 0, 101.679608 2.972985 0, 101.673257 2.974314 0, 101.666126 2.970732 0, 101.665353 2.968289 0, 101.659602 2.961903 0, 101.658444 2.959032 0, 101.6581 2.955689 0, 101.65853 2.952046 0, 101.659989 2.94866 0, 101.667628 2.940474 0, 101.668615 2.937902 0, 101.668271 2.935588 0, 101.671222 2.935436 0, 101.671238 2.933157 0, 101.674734 2.93345 0, 101.676612 2.932796 0, 101.677744 2.932222 0, 101.682122 2.941694 0, 101.684717 2.947969 0, 101.684867 2.949104 0, 101.684502 2.950497 0, 101.683536 2.95204 0, 101.684309 2.953347 0, 101.685961 2.954954 0, 101.68785 2.95579 0, 101.690489 2.955919 0, 101.696486 2.954751 0, 101.696774 2.956699 0, 101.694242 2.958499 0, 101.692912 2.96197 0, 101.69321 2.970355 0, 101.697566 2.970505 0, 101.699658 2.968858 0, 101.699718 2.966155 0, 101.700512 2.963798 0, 101.707207 2.961869 0, 101.69824 2.957332 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
141,BGIBRMC013 (SUBTOWN),Taman Suria Tropika                                   14.3 KM<br>Glomac Cyberjaya                                        14.3 KM<br>FTMS College                                               17.9 KM<br>NTT MSC Sdn Bhd                                       17.7 KM<br>Cyberview Lodge Resort & Spa                 19.7 KM<br>MDEC                                                             18.3 KM<br>Shaftsbury Square                                       19.4 KM<br>Persiaran Tasik                                             18.2 KM<br>Cyber Heights Villa                                      17.0 KM<br>Cyber 8                                                           17.2 KM<br>Jalan Impact                                                 19.7 KM,"POLYGON Z ((101.659901 2.89937 0, 101.66047 2.901363 0, 101.66341 2.904556 0, 101.66371 2.906314 0, 101.672956 2.911611 0, 101.672356 2.91384 0, 101.673643 2.918469 0, 101.673429 2.924083 0, 101.670768 2.926655 0, 101.665961 2.928284 0, 101.668271 2.935588 0, 101.668615 2.937902 0, 101.667628 2.940474 0, 101.663806 2.944571 0, 101.659989 2.94866 0, 101.65853 2.952046 0, 101.6581 2.955689 0, 101.658444 2.959032 0, 101.659602 2.961903 0, 101.665353 2.968289 0, 101.666126 2.970732 0, 101.673257 2.974314 0, 101.679608 2.972985 0, 101.679737 2.959913 0, 101.689007 2.960085 0, 101.688878 2.96197 0, 101.688878 2.970363 0, 101.688166 2.970357 0, 101.680866 2.977562 0, 101.679321 2.977734 0, 101.673312 2.974862 0, 101.669922 2.975205 0, 101.665974 2.974391 0, 101.663657 2.96942 0, 101.660438 2.967748 0, 101.657906 2.965948 0, 101.655503 2.962648 0, 101.654215 2.959691 0, 101.654451 2.958276 0, 101.655975 2.954548 0, 101.656254 2.951741 0, 101.656184 2.950267 0, 101.655857 2.948665 0, 101.656117 2.947151 0, 101.659295 2.945465 0, 101.660883 2.944179 0, 101.663415 2.941452 0, 101.664035 2.940875 0, 101.664459 2.94005 0, 101.664604 2.939139 0, 101.664373 2.938185 0, 101.663799 2.937339 0, 101.661119 2.934943 0, 101.660754 2.934107 0, 101.660795 2.932988 0, 101.66099 2.9313 0, 101.660804 2.930546 0, 101.660261 2.929939 0, 101.658919 2.92938 0, 101.65833 2.929178 0, 101.65772 2.928712 0, 101.655666 2.930234 0, 101.654723 2.927833 0, 101.654723 2.926997 0, 101.655388 2.925776 0, 101.65556 2.924704 0, 101.655136 2.923493 0, 101.655098 2.922475 0, 101.658092 2.92314 0, 101.658519 2.921737 0, 101.65856 2.919734 0, 101.657305 2.914859 0, 101.656229 2.912821 0, 101.655851 2.911268 0, 101.659901 2.89937 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
142,BGIBRMC014 (SUBTOWN),Limkokwing University                                16.8 KM<br>MEASAT Satellite                                         16.6 KM<br>Astro                                                               16.6 KM<br>MKN Embassy                                              18.1 KM<br>Radius Business Park                                 17.8 KM<br>TM IT Complex                                             17.4 KM<br>Jalan Teknokrat 4                                        18.4 KM<br>Jalan Teknokrat 5                                        18.2 KM<br>Jalan Teknokrat 6                                        17.8 KM<br>Jalan Teknokrat 7                                        17.9 KM<br>Neocyber                                                       18.5 KM<br>Jalan Fauna 1                                               19.1 KM<br>SK/SMK Cyberjaya                                      20.6 KM<br>Nadayu Cyberjaya                                        20.5 KM<br>Symphony Hill Cyberjaya                            20.2 KM<br>Sejati Residences                                        22.4 KM<br>MasReca                                                       23.1 KM,"POLYGON Z ((101.656117 2.947151 0, 101.653047 2.941858 0, 101.652743 2.93047 0, 101.653 2.92187 0, 101.650069 2.921217 0, 101.648825 2.921196 0, 101.643139 2.922717 0, 101.641594 2.922674 0, 101.640306 2.922374 0, 101.63878 2.921836 0, 101.637715 2.921627 0, 101.63776 2.918416 0, 101.638749 2.91548 0, 101.638577 2.91398 0, 101.636946 2.910187 0, 101.636796 2.909308 0, 101.636866 2.907242 0, 101.634586 2.906072 0, 101.633749 2.905022 0, 101.633213 2.9026 0, 101.63244 2.901679 0, 101.631432 2.9014 0, 101.628653 2.902169 0, 101.627999 2.9005 0, 101.627977 2.898614 0, 101.628299 2.896793 0, 101.628835 2.895078 0, 101.648897 2.897255 0, 101.659901 2.89937 0, 101.655851 2.911268 0, 101.656229 2.912821 0, 101.657305 2.914859 0, 101.65856 2.919734 0, 101.658549 2.921481 0, 101.658092 2.92314 0, 101.655098 2.922475 0, 101.655136 2.923493 0, 101.65556 2.924704 0, 101.655388 2.925776 0, 101.654723 2.926997 0, 101.654723 2.927833 0, 101.655666 2.930234 0, 101.65772 2.928712 0, 101.65833 2.929178 0, 101.658919 2.92938 0, 101.660261 2.929939 0, 101.660804 2.930546 0, 101.66099 2.9313 0, 101.660795 2.932988 0, 101.660754 2.934107 0, 101.661119 2.934943 0, 101.663799 2.937339 0, 101.664373 2.938185 0, 101.664604 2.939139 0, 101.664459 2.94005 0, 101.664035 2.940875 0, 101.663334 2.94152 0, 101.660883 2.944179 0, 101.659295 2.945465 0, 101.656117 2.947151 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
143,BGIBRMC015 (SUBTOWN),Skypark 14.6 KM<br>Setia Eco Glades 22.0 KM<br>University of Cyberjaya 20.6 KM<br>Multimedia University 18.7 KM<br>CBD Perdana 18.5 KM<br>DPulze Shopping Center 18.8 KM<br>Cyberia Smart Homes 20.3 KM<br>The Arc Cyberjaya 20.4 KM<br>Solstice Road 20.2 KM<br>Menara Paragon 20.0 KM<br>Tamarind Square 20.8 KM<br>Cyberjaya Hospital 21.0 KM<br>AutoVille Cyberjaya 21.1 KM<br>Taman Pinggiran Cyber 22.3 KM<br>Vega Residensi 22.0 KM<br>Hanwa Q Cells 22.9 KM<br>Brainy Bunch 23.8 KM,"POLYGON Z ((101.654215 2.959691 0, 101.6537 2.957248 0, 101.651769 2.954334 0, 101.651469 2.943404 0, 101.648422 2.945505 0, 101.646362 2.946448 0, 101.643272 2.947133 0, 101.64104 2.947262 0, 101.638165 2.946748 0, 101.635762 2.946105 0, 101.633573 2.944947 0, 101.628294 2.940747 0, 101.626964 2.939504 0, 101.626234 2.93749 0, 101.625805 2.931876 0, 101.624732 2.92999 0, 101.622501 2.92849 0, 101.62396 2.921289 0, 101.618294 2.92021 0, 101.621298 2.909709 0, 101.618465 2.904566 0, 101.62192 2.894987 0, 101.628835 2.895078 0, 101.628299 2.896793 0, 101.627977 2.898614 0, 101.627999 2.9005 0, 101.628653 2.902169 0, 101.631432 2.9014 0, 101.63244 2.901679 0, 101.633213 2.9026 0, 101.633749 2.905022 0, 101.634586 2.906072 0, 101.636866 2.907242 0, 101.636796 2.909308 0, 101.636946 2.910187 0, 101.638577 2.91398 0, 101.638749 2.91548 0, 101.63776 2.918416 0, 101.637715 2.921627 0, 101.63878 2.921836 0, 101.640306 2.922374 0, 101.641594 2.922674 0, 101.643139 2.922717 0, 101.648825 2.921196 0, 101.650069 2.921217 0, 101.653 2.92187 0, 101.652743 2.93047 0, 101.653047 2.941858 0, 101.656117 2.947151 0, 101.655857 2.948665 0, 101.656186 2.950196 0, 101.656254 2.951741 0, 101.655975 2.954548 0, 101.654451 2.958276 0, 101.654215 2.959691 0))",MOTOR ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
144,BGIBRVC001 (TOWN),Seksyen 10 Bandar Baru Bangi                   0.9 KM<br>Country Heights                                             5.5 KM<br>Jalan Pelangi pagi                                          4.8 KM<br>Jalan Senyum Matahari                                4.7 KM<br>Jalan Senyum Bintang                                  4.2 KM<br>Taman Bukit Meringin                                   4.0 KM<br>Taman Sri Ramal                                            3.0 KM<br>Jalan Bukit Impiana                                       3.9 KM<br>Taman Desa Dahlia                                        3.2 KM<br>Kampung Sungai Ramal                               3.3 KM<br>Kampung Sungai Ramal Dalam                  3.0 KM<br>Kampung Sungai Ramal Luar                      3.7 KM<br>Persiaran Institusi                                          6.6 KM<br>Kawasan Perindustrian Miel                        1.7 KM<br>Taman Perindustrian Selaman                    0.3 KM,"POLYGON Z ((101.718055 2.961426 0, 101.729124 2.961332 0, 101.729114 2.963859 0, 101.733678 2.963845 0, 101.733281 2.962945 0, 101.732369 2.962045 0, 101.732127 2.961253 0, 101.746089 2.961263 0, 101.747058 2.965739 0, 101.749846 2.965699 0, 101.749868 2.96602 0, 101.757502 2.966017 0, 101.76072 2.966028 0, 101.761874 2.967271 0, 101.761912 2.968942 0, 101.764016 2.96891 0, 101.765382 2.97397 0, 101.76713 2.97516 0, 101.76711 2.975976 0, 101.768348 2.979839 0, 101.762883 2.980401 0, 101.76346 2.983021 0, 101.76599 2.985663 0, 101.763098 2.98847 0, 101.764443 2.99006 0, 101.764651 2.991467 0, 101.763512 2.990983 0, 101.762434 2.99072 0, 101.761092 2.990634 0, 101.748067 2.992209 0, 101.746479 2.992659 0, 101.743595 2.993938 0, 101.740664 2.99613 0, 101.734082 3.002928 0, 101.731164 2.999243 0, 101.733476 2.99748 0, 101.735106 2.995509 0, 101.740836 2.985502 0, 101.723564 2.976155 0, 101.722495 2.974944 0, 101.718055 2.961426 0))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
145,BGIBRVC002 (TOWN),Seksyen 7 Bandar Baru Bangi                      4.1 KM<br>Seksyen 8 Bandar Baru Bangi                      2.8 KM<br>Seksyen 9 Bandar Baru Bangi                      2.4 KM<br>Pusat Bandar Baru Bangi                              3.2 KM<br>Taman Kajang Impian                                   4.0 KM<br>Taman Desa Surada                                      3.5 KM<br>Taman Sri Melor                                             6.6 KM,"POLYGON Z ((101.746089 2.961263 0, 101.749864 2.956069 0, 101.755559 2.957593 0, 101.755752 2.956608 0, 101.759121 2.957915 0, 101.760151 2.959908 0, 101.759872 2.962736 0, 101.773553 2.965043 0, 101.776888 2.965565 0, 101.790765 2.965654 0, 101.78987 2.968201 0, 101.78973 2.970226 0, 101.787353 2.97024 0, 101.786994 2.970944 0, 101.786114 2.971201 0, 101.785675 2.971115 0, 101.785288 2.97149 0, 101.785304 2.972822 0, 101.781726 2.972872 0, 101.781711 2.97245 0, 101.777667 2.973168 0, 101.773257 2.973152 0, 101.774002 2.977285 0, 101.769724 2.978749 0, 101.768348 2.979839 0, 101.76711 2.975976 0, 101.76713 2.97516 0, 101.765382 2.97397 0, 101.764016 2.96891 0, 101.761912 2.968942 0, 101.761874 2.967271 0, 101.76072 2.966028 0, 101.749868 2.96602 0, 101.749846 2.965699 0, 101.747058 2.965739 0, 101.746089 2.961263 0))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
146,BGIBRVC003 (SUBTOWN),IOI CIty Mall                                                     6.4 KM<br>Palm Garden Golf Club                                  6.1 KM<br>Puteri Palma Condominium                         7.1 KM<br>Putra Infoport UPM                                        6.7 KM<br>Kampung Dato Abu Bakar Baginda            6.7 KM<br>Taman Ayer Hitam                                         5.5 KM<br>Seksyen 12 Bandar Baru Bangi                   6.7 KM<br>Desa Impian                                                    7.2 KM<br>Taman Desa Baginda                                    7.1 KM<br>Taman Desa Utama                                       6.5 KM<br>Desa Makmur                                                 6.9 KM<br>Taman Desa Sri Melor                                   6.2 KM<br>Taman Desa Damai                                       7.1 KM<br>Taman Pesona Mekar                                   7.7 KM<br>Kampung Limau Manis                              15.5 KM<br>Desa Pinggiran Putra                                  14.3 KM<br>Desa Putra                                                     17.3 KM<br>Kampung Tengah Sungai Merab              17.6 KM<br>Kampung Sungai Merab                             13.1 KM,"POLYGON Z ((101.7499069 2.9561547 0, 101.7461319 2.9613487 0, 101.7321699 2.9613387 0, 101.7324119 2.9621307 0, 101.7333239 2.9630307 0, 101.7337209 2.9639307 0, 101.7291569 2.9639447 0, 101.7291669 2.9614177 0, 101.7180979 2.9615117 0, 101.7210559 2.9705367 0, 101.7153849 2.9715337 0, 101.7139429 2.9716067 0, 101.7139389 2.9722367 0, 101.7132659 2.9728337 0, 101.7112979 2.9734697 0, 101.7104449 2.9718977 0, 101.7078969 2.9717617 0, 101.7029109 2.9756147 0, 101.7005119 2.9730717 0, 101.6999879 2.9719937 0, 101.6997009 2.9689437 0, 101.6997609 2.9662407 0, 101.7005549 2.9638837 0, 101.7072499 2.9619547 0, 101.7130439 2.9623407 0, 101.7155509 2.9619217 0, 101.7155509 2.9582787 0, 101.7134849 2.9578367 0, 101.7144649 2.9552527 0, 101.7312019 2.9552317 0, 101.7325969 2.9534957 0, 101.7327259 2.9293347 0, 101.7075859 2.9294547 0, 101.7073069 2.9131877 0, 101.7004829 2.9131877 0, 101.6970089 2.9096457 0, 101.6970499 2.9066307 0, 101.7014789 2.9054847 0, 101.7017579 2.9014127 0, 101.6972729 2.8992697 0, 101.6973329 2.8944887 0, 101.7033039 2.8948417 0, 101.7044839 2.8950557 0, 101.7059209 2.8957637 0, 101.7131309 2.9012917 0, 101.7142899 2.9031357 0, 101.7149979 2.9052567 0, 101.7190103 2.9026888 0, 101.7279045 2.8978227 0, 101.7304902 2.9002672 0, 101.7293849 2.9026019 0, 101.7325179 2.9063732 0, 101.7425199 2.9092857 0, 101.7473879 2.9261747 0, 101.7576879 2.9262817 0, 101.7575589 2.9280387 0, 101.7572589 2.9294107 0, 101.7564429 2.9313387 0, 101.7541689 2.9366967 0, 101.7531819 2.9402967 0, 101.7527099 2.9426537 0, 101.7523229 2.9497257 0, 101.7518939 2.9521257 0, 101.7499069 2.9561547 0))",VAN ROUTE COVERAGE,BGI (KLV3 - MEDIUM)
